q_pip,q_dip,q_linkage_base,q_linkage_distal
9.669124056048584714e-01,-1.515360911941510569e+00,-1.357931278727169566e+00,1.124342038819198919e+00
9.686577348568528034e-01,-1.516998031902330624e+00,-1.359428581014010096e+00,1.126227185745173998e+00
9.704030641088471354e-01,-1.518633028512220928e+00,-1.360923760997704068e+00,1.128112331623363218e+00
9.721483933608414674e-01,-1.520265907636429326e+00,-1.362416823585972603e+00,1.129997477411298412e+00
9.738937226128357993e-01,-1.521896675126956922e+00,-1.363907773674333468e+00,1.131882624065459808e+00
9.756390518648301313e-01,-1.523525336822599385e+00,-1.365396616146117292e+00,1.133767772541312446e+00
9.773843811168244633e-01,-1.525151898548998908e+00,-1.366883355872488437e+00,1.135652923793334601e+00
9.791297103688187953e-01,-1.526776366118690831e+00,-1.368367997712463868e+00,1.137538078775046202e+00
9.808750396208131273e-01,-1.528398745331151609e+00,-1.369850546512929812e+00,1.139423238439034591e+00
9.826203688728074592e-01,-1.530019041972844551e+00,-1.371331007108660627e+00,1.141308403736990940e+00
9.843656981248017912e-01,-1.531637261817271334e+00,-1.372809384322340787e+00,1.143193575619732449e+00
9.861110273767961232e-01,-1.533253410625020408e+00,-1.374285682964578648e+00,1.145078755037237883e+00
9.878563566287904552e-01,-1.534867494143805633e+00,-1.375759907833928875e+00,1.146963942938667103e+00
9.896016858807847871e-01,-1.536479518108528453e+00,-1.377232063716909982e+00,1.148849140272402813e+00
9.913470151327791191e-01,-1.538089488241312530e+00,-1.378702155388024098e+00,1.150734347986067441e+00
9.930923443847734511e-01,-1.539697410251556597e+00,-1.380170187609771393e+00,1.152619567026558656e+00
9.948376736367677831e-01,-1.541303289835982415e+00,-1.381636165132676952e+00,1.154504798340073357e+00
9.965830028887621150e-01,-1.542907132678682292e+00,-1.383100092695301875e+00,1.156390042872143198e+00
9.983283321407564470e-01,-1.544508944451162158e+00,-1.384561975024265035e+00,1.158275301567653237e+00
1.000073661392750779e+00,-1.546108730812395748e+00,-1.386021816834265064e+00,1.160160575370881020e+00
1.001818990644745000e+00,-1.547706497408865012e+00,-1.387479622828094783e+00,1.162045865225515229e+00
1.003564319896739443e+00,-1.549302249874611181e+00,-1.388935397696660523e+00,1.163931172074690323e+00
1.005309649148733664e+00,-1.550895993831280961e+00,-1.390389146119004105e+00,1.165816496861010521e+00
1.007054978400728107e+00,-1.552487734888173598e+00,-1.391840872762317716e+00,1.167701840526583545e+00
1.008800307652722328e+00,-1.554077478642288401e+00,-1.393290582281967893e+00,1.169587204013042836e+00
1.010545636904716771e+00,-1.555665230678369149e+00,-1.394738279321509733e+00,1.171472588261575964e+00
1.012290966156710992e+00,-1.557250996568955159e+00,-1.396183968512707763e+00,1.173357994212958388e+00
1.014036295408705435e+00,-1.558834781874424813e+00,-1.397627654475555481e+00,1.175243422807574767e+00
1.015781624660699656e+00,-1.560416592143044401e+00,-1.399069341818294454e+00,1.177128874985449158e+00
1.017526953912694099e+00,-1.561996432911010757e+00,-1.400509035137429414e+00,1.179014351686275219e+00
1.019272283164688320e+00,-1.563574309702505438e+00,-1.401946739017754906e+00,1.180899853849439296e+00
1.021017612416682763e+00,-1.565150228029733803e+00,-1.403382458032366831e+00,1.182785382414049735e+00
1.022762941668676984e+00,-1.566724193392977860e+00,-1.404816196742684653e+00,1.184670938318969746e+00
1.024508270920671427e+00,-1.568296211280637564e+00,-1.406247959698472272e+00,1.186556522502836941e+00
1.026253600172665648e+00,-1.569866287169278785e+00,-1.407677751437851565e+00,1.188442135904092645e+00
1.027998929424660091e+00,-1.571434426523684369e+00,-1.409105576487327927e+00,1.190327779461016533e+00
1.029744258676654312e+00,-1.573000634796894115e+00,-1.410531439361803585e+00,1.192213454111745286e+00
1.031489587928648755e+00,-1.574564917430255395e+00,-1.411955344564601145e+00,1.194099160794302783e+00
1.033234917180642976e+00,-1.576127279853468011e+00,-1.413377296587479792e+00,1.195984900446631194e+00
1.034980246432637419e+00,-1.577687727484629931e+00,-1.414797299910655726e+00,1.197870674006611402e+00
1.036725575684631639e+00,-1.579246265730285703e+00,-1.416215359002817920e+00,1.199756482412099423e+00
1.038470904936626082e+00,-1.580802899985469967e+00,-1.417631478321153438e+00,1.201642326600942390e+00
1.040216234188620303e+00,-1.582357635633757642e+00,-1.419045662311360534e+00,1.203528207511016745e+00
1.041961563440614746e+00,-1.583910478047305670e+00,-1.420457915407670191e+00,1.205414126080249559e+00
1.043706892692608967e+00,-1.585461432586902308e+00,-1.421868242032865437e+00,1.207300083246646061e+00
1.045452221944603188e+00,-1.587010504602011096e+00,-1.423276646598297779e+00,1.209186079948317172e+00
1.047197551196597631e+00,-1.588557699430821035e+00,-1.424683133503910515e+00,1.211072117123507930e+00
1.048942880448591852e+00,-1.590103022400286115e+00,-1.426087707138252947e+00,1.212958195710625020e+00
1.050688209700586295e+00,-1.591646478826179933e+00,-1.427490371878503472e+00,1.214844316648262534e+00
1.052433538952580516e+00,-1.593188074013131228e+00,-1.428891132090484462e+00,1.216730480875227727e+00
1.054178868204574959e+00,-1.594727813254679827e+00,-1.430289992128685350e+00,1.218616689330569436e+00
1.055924197456569180e+00,-1.596265701833317063e+00,-1.431686956336278405e+00,1.220502942953608283e+00
1.057669526708563623e+00,-1.597801745020535513e+00,-1.433082029045138484e+00,1.222389242683960653e+00
1.059414855960557844e+00,-1.599335948076867631e+00,-1.434475214575863689e+00,1.224275589461561786e+00
1.061160185212552287e+00,-1.600868316251941259e+00,-1.435866517237790907e+00,1.226161984226702195e+00
1.062905514464546508e+00,-1.602398854784520488e+00,-1.437255941329017350e+00,1.228048427920048979e+00
1.064650843716540951e+00,-1.603927568902549616e+00,-1.438643491136419428e+00,1.229934921482670696e+00
1.066396172968535172e+00,-1.605454463823205113e+00,-1.440029170935667846e+00,1.231821465856071995e+00
1.068141502220529615e+00,-1.606979544752933808e+00,-1.441412984991252921e+00,1.233708061982210502e+00
1.069886831472523836e+00,-1.608502816887506182e+00,-1.442794937556495016e+00,1.235594710803535001e+00
1.071632160724518279e+00,-1.610024285412057221e+00,-1.444175032873573405e+00,1.237481413263002317e+00
1.073377489976512500e+00,-1.611543955501135716e+00,-1.445553275173535157e+00,1.239368170304112837e+00
1.075122819228506943e+00,-1.613061832318744671e+00,-1.446929668676320890e+00,1.241254982870930945e+00
1.076868148480501164e+00,-1.614577921018395035e+00,-1.448304217590777210e+00,1.243141851908118767e+00
1.078613477732495607e+00,-1.616092226743143456e+00,-1.449676926114684017e+00,1.245028778360955712e+00
1.080358806984489828e+00,-1.617604754625645125e+00,-1.451047798434764502e+00,1.246915763175370451e+00
1.082104136236484271e+00,-1.619115509788192853e+00,-1.452416838726708459e+00,1.248802807297968442e+00
1.083849465488478492e+00,-1.620624497342767700e+00,-1.453784051155190271e+00,1.250689911676055921e+00
1.085594794740472935e+00,-1.622131722391085162e+00,-1.455149439873885786e+00,1.252577077257672755e+00
1.087340123992467156e+00,-1.623637190024634691e+00,-1.456513009025492300e+00,1.254464304991609325e+00
1.089085453244461599e+00,-1.625140905324731655e+00,-1.457874762741747876e+00,1.256351595827445600e+00
1.090830782496455820e+00,-1.626642873362563080e+00,-1.459234705143447774e+00,1.258238950715571569e+00
1.092576111748450263e+00,-1.628143099199228949e+00,-1.460592840340464882e+00,1.260126370607214774e+00
1.094321441000444484e+00,-1.629641587885791054e+00,-1.461949172431766142e+00,1.262013856454469618e+00
1.096066770252438927e+00,-1.631138344463317402e+00,-1.463303705505432095e+00,1.263901409210324900e+00
1.097812099504433148e+00,-1.632633373962928847e+00,-1.464656443638676642e+00,1.265789029828685130e+00
1.099557428756427591e+00,-1.634126681405846604e+00,-1.466007390897861695e+00,1.267676719264412277e+00
1.101302758008421812e+00,-1.635618271803431334e+00,-1.467356551338519388e+00,1.269564478473334646e+00
1.103048087260416255e+00,-1.637108150157239095e+00,-1.468703929005366726e+00,1.271452308412288623e+00
1.104793416512410476e+00,-1.638596321459056426e+00,-1.470049527932327349e+00,1.273340210039139109e+00
1.106538745764404919e+00,-1.640082790690953640e+00,-1.471393352142547739e+00,1.275228184312810598e+00
1.108284075016399139e+00,-1.641567562825327009e+00,-1.472735405648415208e+00,1.277116232193311163e+00
1.110029404268393582e+00,-1.643050642824946728e+00,-1.474075692451576547e+00,1.279004354641763541e+00
1.111774733520387803e+00,-1.644532035642998213e+00,-1.475414216542956014e+00,1.280892552620430003e+00
1.113520062772382246e+00,-1.646011746223136285e+00,-1.476750981902773541e+00,1.282780827092745213e+00
1.115265392024376467e+00,-1.647489779499522466e+00,-1.478085992500562718e+00,1.284669179023335772e+00
1.117010721276370688e+00,-1.648966140396871616e+00,-1.479419252295188114e+00,1.286557609378053968e+00
1.118756050528365131e+00,-1.650440833830504772e+00,-1.480750765234864819e+00,1.288446119124005307e+00
1.120501379780359352e+00,-1.651913864706387347e+00,-1.482080535257174425e+00,1.290334709229572496e+00
1.122246709032353795e+00,-1.653385237921180195e+00,-1.483408566289082131e+00,1.292223380664451859e+00
1.123992038284348016e+00,-1.654854958362279582e+00,-1.484734862246958942e+00,1.294112134399668435e+00
1.125737367536342459e+00,-1.656323030907870475e+00,-1.486059427036593661e+00,1.296000971407618607e+00
1.127482696788336680e+00,-1.657789460426965178e+00,-1.487382264553215538e+00,1.297889892662086098e+00
1.129228026040331123e+00,-1.659254251779454403e+00,-1.488703378681509593e+00,1.299778899138275712e+00
1.130973355292325344e+00,-1.660717409816150791e+00,-1.490022773295633041e+00,1.301667991812843539e+00
1.132718684544319787e+00,-1.662178939378835985e+00,-1.491340452259235727e+00,1.303557171663920045e+00
1.134464013796314008e+00,-1.663638845300302815e+00,-1.492656419425474557e+00,1.305446439671142045e+00
1.136209343048308451e+00,-1.665097132404409486e+00,-1.493970678637033922e+00,1.307335796815683793e+00
1.137954672300302672e+00,-1.666553805506116426e+00,-1.495283233726141026e+00,1.309225244080277406e+00
1.139700001552297115e+00,-1.668008869411535144e+00,-1.496594088514584753e+00,1.311114782449247507e+00
1.141445330804291336e+00,-1.669462328917981964e+00,-1.497903246813730771e+00,1.313004412908542307e+00
1.143190660056285779e+00,-1.670914188814010437e+00,-1.499210712424541736e+00,1.314894136445754924e+00
1.144935989308280000e+00,-1.672364453879466417e+00,-1.500516489137591725e+00,1.316783954050155359e+00
1.146681318560274443e+00,-1.673813128885535129e+00,-1.501820580733085775e+00,1.318673866712723353e+00
1.148426647812268664e+00,-1.675260218594780248e+00,-1.503122990980874318e+00,1.320563875426175038e+00
1.150171977064263107e+00,-1.676705727761198084e+00,-1.504423723640472943e+00,1.322453981184988692e+00
1.151917306316257328e+00,-1.678149661130256654e+00,-1.505722782461077713e+00,1.324344184985436712e+00
1.153662635568251771e+00,-1.679592023438946313e+00,-1.507020171181582713e+00,1.326234487825615815e+00
1.155407964820245992e+00,-1.681032819415826829e+00,-1.508315893530596252e+00,1.328124890705476346e+00
1.157153294072240435e+00,-1.682472053781068677e+00,-1.509609953226459300e+00,1.330015394626849812e+00
1.158898623324234656e+00,-1.683909731246504560e+00,-1.510902353977259249e+00,1.331906000593479966e+00
1.160643952576229099e+00,-1.685345856515672924e+00,-1.512193099480851233e+00,1.333796709611050346e+00
1.162389281828223320e+00,-1.686780434283865482e+00,-1.513482193424869005e+00,1.335687522687219797e+00
1.164134611080217763e+00,-1.688213469238172504e+00,-1.514769639486746700e+00,1.337578440831643789e+00
1.165879940332211984e+00,-1.689644966057531228e+00,-1.516055441333732823e+00,1.339469465056009945e+00
1.167625269584206427e+00,-1.691074929412772043e+00,-1.517339602622905570e+00,1.341360596374072678e+00
1.169370598836200648e+00,-1.692503363966661567e+00,-1.518622127001191924e+00,1.343251835801670069e+00
1.171115928088195091e+00,-1.693930274373955491e+00,-1.519903018105382975e+00,1.345143184356768273e+00
1.172861257340189312e+00,-1.695355665281439439e+00,-1.521182279562149908e+00,1.347034643059478398e+00
1.174606586592183755e+00,-1.696779541327979146e+00,-1.522459914988059104e+00,1.348926212932103574e+00
1.176351915844177976e+00,-1.698201907144567091e+00,-1.523735927989590788e+00,1.350817894999154056e+00
1.178097245096172418e+00,-1.699622767354366459e+00,-1.525010322163153242e+00,1.352709690287385413e+00
1.179842574348166639e+00,-1.701042126572760882e+00,-1.526283101095098349e+00,1.354601599825828728e+00
1.181587903600161082e+00,-1.702459989407402396e+00,-1.527554268361740020e+00,1.356493624645823459e+00
1.183333232852155303e+00,-1.703876360458253192e+00,-1.528823827529368407e+00,1.358385765781040533e+00
1.185078562104149746e+00,-1.705291244317639787e+00,-1.530091782154263669e+00,1.360278024267525865e+00
1.186823891356143967e+00,-1.706704645570293444e+00,-1.531358135782715735e+00,1.362170401143721676e+00
1.188569220608138410e+00,-1.708116568793402124e+00,-1.532622891951038291e+00,1.364062897450502021e+00
1.190314549860132631e+00,-1.709527018556655342e+00,-1.533886054185581660e+00,1.365955514231206536e+00
1.192059879112126852e+00,-1.710935999422292131e+00,-1.535147626002752785e+00,1.367848252531666198e+00
1.193805208364121295e+00,-1.712343515945147665e+00,-1.536407610909028332e+00,1.369741113400240629e+00
1.195550537616115516e+00,-1.713749572672702115e+00,-1.537666012400971116e+00,1.371634097887846515e+00
1.197295866868109959e+00,-1.715154174145127275e+00,-1.538922833965241210e+00,1.373527207047995802e+00
1.199041196120104180e+00,-1.716557324895334524e+00,-1.540178079078617701e+00,1.375420441936821447e+00
1.200786525372098623e+00,-1.717959029449021457e+00,-1.541431751208008905e+00,1.377313803613111176e+00
1.202531854624092844e+00,-1.719359292324719846e+00,-1.542683853810470795e+00,1.379207293138342116e+00
1.204277183876087287e+00,-1.720758118033845818e+00,-1.543934390333218110e+00,1.381100911576714552e+00
1.206022513128081508e+00,-1.722155511080743828e+00,-1.545183364213642774e+00,1.382994659995182118e+00
1.207767842380075951e+00,-1.723551475962736390e+00,-1.546430778879327450e+00,1.384888539463484669e+00
1.209513171632070172e+00,-1.724946017170173818e+00,-1.547676637748058859e+00,1.386782551054185575e+00
1.211258500884064615e+00,-1.726339139186478189e+00,-1.548920944227845542e+00,1.388676695842697484e+00
1.213003830136058836e+00,-1.727730846488197525e+00,-1.550163701716928522e+00,1.390570974907327617e+00
1.214749159388053279e+00,-1.729121143545047090e+00,-1.551404913603799063e+00,1.392465389329301750e+00
1.216494488640047500e+00,-1.730510034819962684e+00,-1.552644583267212219e+00,1.394359940192797964e+00
1.218239817892041943e+00,-1.731897524769146379e+00,-1.553882714076200156e+00,1.396254628584988389e+00
1.219985147144036164e+00,-1.733283617842118041e+00,-1.555119309390086801e+00,1.398149455596067625e+00
1.221730476396030607e+00,-1.734668318481759730e+00,-1.556354372558502730e+00,1.400044422319287385e+00
1.223475805648024828e+00,-1.736051631124368555e+00,-1.557587906921398258e+00,1.401939529850995569e+00
1.225221134900019271e+00,-1.737433560199702853e+00,-1.558819915809058543e+00,1.403834779290663803e+00
1.226966464152013492e+00,-1.738814110131028823e+00,-1.560050402542115577e+00,1.405730171740927403e+00
1.228711793404007935e+00,-1.740193285335178253e+00,-1.561279370431563951e+00,1.407625708307621792e+00
1.230457122656002156e+00,-1.741571090222586715e+00,-1.562506822778773286e+00,1.409521390099815363e+00
1.232202451907996599e+00,-1.742947529197349965e+00,-1.563732762875504445e+00,1.411417218229841453e+00
1.233947781159990820e+00,-1.744322606657269681e+00,-1.564957194003916641e+00,1.413313193813344526e+00
1.235693110411985263e+00,-1.745696326993905867e+00,-1.566180119436588081e+00,1.415209317969303271e+00
1.237438439663979484e+00,-1.747068694592622151e+00,-1.567401542436527739e+00,1.417105591820074117e+00
1.239183768915973927e+00,-1.748439713832640408e+00,-1.568621466257182906e+00,1.419002016491431206e+00
1.240929098167968148e+00,-1.749809389087083389e+00,-1.569839894142459613e+00,1.420898593112592145e+00
1.242674427419962591e+00,-1.751177724723035123e+00,-1.571056829326732407e+00,1.422795322816265084e+00
1.244419756671956812e+00,-1.752544725101579992e+00,-1.572272275034857003e+00,1.424692206738679801e+00
1.246165085923951255e+00,-1.753910394577858689e+00,-1.573486234482183832e+00,1.426589246019625890e+00
1.247910415175945475e+00,-1.755274737501117066e+00,-1.574698710874571361e+00,1.428486441802490958e+00
1.249655744427939918e+00,-1.756637758214754985e+00,-1.575909707408395422e+00,1.430383795234299704e+00
1.251401073679934139e+00,-1.757999461056379609e+00,-1.577119227270567636e+00,1.432281307465745890e+00
1.253146402931928582e+00,-1.759359850357854693e+00,-1.578327273638543193e+00,1.434178979651239416e+00
1.254891732183922803e+00,-1.760718930445349883e+00,-1.579533849680333946e+00,1.436076812948938297e+00
1.256637061435917246e+00,-1.762076705639390450e+00,-1.580738958554523510e+00,1.437974808520784187e+00
1.258382390687911467e+00,-1.763433180254915023e+00,-1.581942603410273485e+00,1.439872967532553005e+00
1.260127719939905910e+00,-1.764788358601315998e+00,-1.583144787387342767e+00,1.441771291153878920e+00
1.261873049191900131e+00,-1.766142244982500387e+00,-1.584345513616093770e+00,1.443669780558306748e+00
1.263618378443894574e+00,-1.767494843696935547e+00,-1.585544785217507524e+00,1.445568436923322153e+00
1.265363707695888795e+00,-1.768846159037702925e+00,-1.586742605303193443e+00,1.447467261430398722e+00
1.267109036947883016e+00,-1.770196195292545571e+00,-1.587938976975403538e+00,1.449366255265024606e+00
1.268854366199877459e+00,-1.771544956743928090e+00,-1.589133903327038855e+00,1.451265419616766472e+00
1.270599695451871680e+00,-1.772892447669079719e+00,-1.590327387441666573e+00,1.453164755679285491e+00
1.272345024703866123e+00,-1.774238672340050726e+00,-1.591519432393528444e+00,1.455064264650388850e+00
1.274090353955860344e+00,-1.775583635023764817e+00,-1.592710041247551889e+00,1.456963947732073272e+00
1.275835683207854787e+00,-1.776927339982069753e+00,-1.593899217059361550e+00,1.458863806130562324e+00
1.277581012459849008e+00,-1.778269791471788430e+00,-1.595086962875290837e+00,1.460763841056346379e+00
1.279326341711843451e+00,-1.779610993744778824e+00,-1.596273281732390581e+00,1.462664053724231472e+00
1.281071670963837672e+00,-1.780950951047974407e+00,-1.597458176658442586e+00,1.464564445353369493e+00
1.282817000215832115e+00,-1.782289667623448537e+00,-1.598641650671969616e+00,1.466465017167310592e+00
1.284562329467826336e+00,-1.783627147708461536e+00,-1.599823706782241395e+00,1.468365770394046699e+00
1.286307658719820779e+00,-1.784963395535517527e+00,-1.601004347989293697e+00,1.470266706266044388e+00
1.288052987971815000e+00,-1.786298415332411516e+00,-1.602183577283929905e+00,1.472167826020296388e+00
1.289798317223809443e+00,-1.787632211322290221e+00,-1.603361397647735886e+00,1.474069130898363333e+00
1.291543646475803664e+00,-1.788964787723702266e+00,-1.604537812053088652e+00,1.475970622146417277e+00
1.293288975727798107e+00,-1.790296148750652350e+00,-1.605712823463167460e+00,1.477872301015283441e+00
1.295034304979792328e+00,-1.791626298612654100e+00,-1.606886434831961363e+00,1.479774168760485509e+00
1.296779634231786771e+00,-1.792955241514787801e+00,-1.608058649104279869e+00,1.481676226642294480e+00
1.298524963483780992e+00,-1.794282981657750575e+00,-1.609229469215763375e+00,1.483578475925768636e+00
1.300270292735775435e+00,-1.795609523237917227e+00,-1.610398898092891162e+00,1.485480917880801499e+00
1.302015621987769656e+00,-1.796934870447387311e+00,-1.611566938652990721e+00,1.487383553782166246e+00
1.303760951239764099e+00,-1.798259027474044203e+00,-1.612733593804248855e+00,1.489286384909559224e+00
1.305506280491758320e+00,-1.799581998501611935e+00,-1.613898866445717228e+00,1.491189412547653248e+00
1.307251609743752763e+00,-1.800903787709708048e+00,-1.615062759467324360e+00,1.493092637986136673e+00
1.308996938995746984e+00,-1.802224399273899103e+00,-1.616225275749881840e+00,1.494996062519764024e+00
1.310742268247741427e+00,-1.803543837365758407e+00,-1.617386418165096096e+00,1.496899687448403071e+00
1.312487597499735648e+00,-1.804862106152920642e+00,-1.618546189575571059e+00,1.498803514077085453e+00
1.314232926751730091e+00,-1.806179209799137375e+00,-1.619704592834825041e+00,1.500707543716042203e+00
1.315978256003724312e+00,-1.807495152464335231e+00,-1.620861630787290508e+00,1.502611777680769478e+00
1.317723585255718755e+00,-1.808809938304672293e+00,-1.622017306268327186e+00,1.504516217292064084e+00
1.319468914507712975e+00,-1.810123571472595394e+00,-1.623171622104227829e+00,1.506420863876080318e+00
1.321214243759707418e+00,-1.811436056116892068e+00,-1.624324581112228216e+00,1.508325718764371715e+00
1.322959573011701639e+00,-1.812747396382757614e+00,-1.625476186100509590e+00,1.510230783293949663e+00
1.324704902263696082e+00,-1.814057596411843054e+00,-1.626626439868213314e+00,1.512136058807325156e+00
1.326450231515690303e+00,-1.815366660342319527e+00,-1.627775345205442425e+00,1.514041546652567405e+00
1.328195560767684746e+00,-1.816674592308933800e+00,-1.628922904893271850e+00,1.515947248183346474e+00
1.329940890019678967e+00,-1.817981396443063336e+00,-1.630069121703753954e+00,1.517853164758988349e+00
1.331686219271673410e+00,-1.819287076872781128e+00,-1.631213998399926757e+00,1.519759297744528226e+00
1.333431548523667631e+00,-1.820591637722911660e+00,-1.632357537735817488e+00,1.521665648510762026e+00
1.335176877775662074e+00,-1.821895083115085523e+00,-1.633499742456455461e+00,1.523572218434292580e+00
1.336922207027656295e+00,-1.823197417167808698e+00,-1.634640615297870747e+00,1.525479008897594468e+00
1.338667536279650738e+00,-1.824498643996510072e+00,-1.635780158987106603e+00,1.527386021289053986e+00
1.340412865531644959e+00,-1.825798767713611603e+00,-1.636918376242221029e+00,1.529293257003034867e+00
1.342158194783639180e+00,-1.827097792428579837e+00,-1.638055269772297207e+00,1.531200717439921810e+00
1.343903524035633623e+00,-1.828395722247993405e+00,-1.639190842277447491e+00,1.533108404006179981e+00
1.345648853287627844e+00,-1.829692561275597207e+00,-1.640325096448815856e+00,1.535016318114409195e+00
1.347394182539622287e+00,-1.830988313612371687e+00,-1.641458034968586555e+00,1.536924461183407864e+00
1.349139511791616508e+00,-1.832282983356581685e+00,-1.642589660509991445e+00,1.538832834638206748e+00
1.350884841043610951e+00,-1.833576574603850595e+00,-1.643719975737309991e+00,1.540741439910151556e+00
1.352630170295605172e+00,-1.834869091447211442e+00,-1.644848983305878587e+00,1.542650278436937583e+00
1.354375499547599615e+00,-1.836160537977176155e+00,-1.645976685862093003e+00,1.544559351662682545e+00
1.356120828799593836e+00,-1.837450918281795520e+00,-1.647103086043414599e+00,1.546468661037975423e+00
1.357866158051588279e+00,-1.838740236446720466e+00,-1.648228186478371882e+00,1.548378208019936864e+00
1.359611487303582500e+00,-1.840028496555263349e+00,-1.649351989786570716e+00,1.550287994072275133e+00
1.361356816555576943e+00,-1.841315702688469003e+00,-1.650474498578689886e+00,1.552198020665356282e+00
1.363102145807571164e+00,-1.842601858925167146e+00,-1.651595715456493751e+00,1.554108289276245003e+00
1.364847475059565607e+00,-1.843886969342044324e+00,-1.652715643012831137e+00,1.556018801388779238e+00
1.366592804311559828e+00,-1.845171038013706077e+00,-1.653834283831639329e+00,1.557929558493626132e+00
1.368338133563554271e+00,-1.846454069012739119e+00,-1.654951640487948517e+00,1.559840562088345095e+00
1.370083462815548492e+00,-1.847736066409775280e+00,-1.656067715547885122e+00,1.561751813677438427e+00
1.371828792067542935e+00,-1.849017034273564786e+00,-1.657182511568673577e+00,1.563663314772433921e+00
1.373574121319537156e+00,-1.850296976671029991e+00,-1.658296031098640988e+00,1.565575066891925715e+00
1.375319450571531599e+00,-1.851575897667339099e+00,-1.659408276677219130e+00,1.567487071561651568e+00
1.377064779823525820e+00,-1.852853801325970551e+00,-1.660519250834945559e+00,1.569399330314551477e+00
1.378810109075520263e+00,-1.854130691708776091e+00,-1.661628956093470055e+00,1.571311844690826298e+00
1.380555438327514484e+00,-1.855406572876052707e+00,-1.662737394965550619e+00,1.573224616238016793e+00
1.382300767579508927e+00,-1.856681448886605246e+00,-1.663844569955060804e+00,1.575137646511053369e+00
1.384046096831503148e+00,-1.857955323797818803e+00,-1.664950483556988381e+00,1.577050937072334236e+00
1.385791426083497591e+00,-1.859228201665719560e+00,-1.666055138257440005e+00,1.578964489491776924e+00
1.387536755335491812e+00,-1.860500086545048504e+00,-1.667158536533638324e+00,1.580878305346901769e+00
1.389282084587486255e+00,-1.861770982489333370e+00,-1.668260680853925093e+00,1.582792386222894976e+00
1.391027413839480475e+00,-1.863040893550944155e+00,-1.669361573677766719e+00,1.584706733712657467e+00
1.392772743091474918e+00,-1.864309823781176600e+00,-1.670461217455745162e+00,1.586621349416906135e+00
1.394518072343469139e+00,-1.865577777230315704e+00,-1.671559614629569701e+00,1.588536234944214698e+00
1.396263401595463582e+00,-1.866844757947707656e+00,-1.672656767632066277e+00,1.590451391911104295e+00
